"","LPI_final","CI_low","CI_high","years","sim","label"
"1",1,1,1,1950,1,"20%"
"2",0.850135773502302,0.834578316732278,0.871165330556492,1951,1,"20%"
"3",0.766206935155836,0.740754503078186,0.795136549909857,1952,1,"20%"
"4",0.724553756569559,0.699797608417898,0.754278736197628,1953,1,"20%"
"5",0.708948565987455,0.685226006147216,0.738427119831983,1954,1,"20%"
"6",0.698650983281732,0.673884804081623,0.727944919247639,1955,1,"20%"
"7",0.684444469608241,0.660561701795463,0.714068031619318,1956,1,"20%"
"8",0.668964139700772,0.644972999110946,0.697463431590174,1957,1,"20%"
"9",0.656771229667476,0.633217158304562,0.684959109336579,1958,1,"20%"
"10",0.648849896817305,0.625720343362011,0.676276192100289,1959,1,"20%"
"11",0.642000089320364,0.619078294078225,0.668855729859314,1960,1,"20%"
"12",0.633567044068485,0.610943696195079,0.660409917044111,1961,1,"20%"
"13",0.624260600835472,0.602431131497517,0.650753829470836,1962,1,"20%"
"14",0.615789693207745,0.593829331370404,0.641729289369298,1963,1,"20%"
"15",0.608754579129464,0.587337061918468,0.634722945184489,1964,1,"20%"
"16",0.60234954010296,0.581006239991419,0.627919839407977,1965,1,"20%"
"17",0.595687495256201,0.574412855150595,0.621445447235685,1966,1,"20%"
"18",0.58919059185711,0.568391855473253,0.61460554485504,1967,1,"20%"
"19",0.583647414564298,0.562880428200363,0.60835730400919,1968,1,"20%"
"20",0.578858965878456,0.558398768308076,0.603152246151879,1969,1,"20%"
"21",0.573912842990476,0.553513081090315,0.598272724176774,1970,1,"20%"
"22",0.568530150488628,0.548127017190218,0.592509810216766,1971,1,"20%"
"23",0.562992055018761,0.542671028750336,0.586684940973396,1972,1,"20%"
"24",0.557629125331889,0.537574707341382,0.581565352516655,1973,1,"20%"
"25",0.552634598930563,0.532584805924135,0.576715406948921,1974,1,"20%"
"26",0.548233368140673,0.528149165466689,0.572452838766162,1975,1,"20%"
"27",0.544593475246149,0.524686855385407,0.568414672733566,1976,1,"20%"
"28",0.541394552372832,0.521856593754381,0.565417774024735,1977,1,"20%"
"29",0.53804551608558,0.518097538289817,0.561137494783163,1978,1,"20%"
"30",0.534230795897203,0.514276906877825,0.557482762483188,1979,1,"20%"
"31",0.530269635757939,0.510654683243357,0.553332767599295,1980,1,"20%"
"32",0.526672443712307,0.507259492102449,0.549495154970792,1981,1,"20%"
"33",0.523420009557935,0.50389466141231,0.546056729582492,1982,1,"20%"
"34",0.52016710100038,0.500993176086577,0.542859398371068,1983,1,"20%"
"35",0.516450887736571,0.497045154833485,0.53914265836037,1984,1,"20%"
"36",0.512369049833131,0.493334659266802,0.534703568533299,1985,1,"20%"
"37",0.508630702642871,0.48966046700286,0.530831488660613,1986,1,"20%"
"38",0.505482859048558,0.486171084340973,0.527675997212524,1987,1,"20%"
"39",0.502392482570971,0.483401082298745,0.524674817629546,1988,1,"20%"
"40",0.49882164271443,0.479870671613415,0.520592646022972,1989,1,"20%"
"41",0.494822803996618,0.476153169481099,0.516397824797443,1990,1,"20%"
"42",0.49099548513478,0.472566434509253,0.512455012696742,1991,1,"20%"
"43",0.487836686785153,0.469460450509271,0.509587753691042,1992,1,"20%"
"44",0.485133158193125,0.466947761748986,0.506454292953519,1993,1,"20%"
"45",0.482383057873008,0.464488695387527,0.503845394410454,1994,1,"20%"
"46",0.479547914981736,0.461510363109987,0.500641243825621,1995,1,"20%"
"47",0.476789265376087,0.458987052765929,0.497740314608954,1996,1,"20%"
"48",0.474121605057635,0.456374191556751,0.494805910674934,1997,1,"20%"
"49",0.471443496944345,0.45387642100726,0.492173355859848,1998,1,"20%"
"50",0.468925824263361,0.451637823760763,0.489378336479092,1999,1,"20%"
"51",0.466873546815219,0.44930322568692,0.487331369627052,2000,1,"20%"
"52",0.465279760253593,0.447783127464186,0.486130174935762,2001,1,"20%"
"53",0.463723144373894,0.446178556004957,0.484018190644937,2002,1,"20%"
"54",0.461766625860358,0.444042529194026,0.481740706796329,2003,1,"20%"
"55",0.459290936942676,0.441450434053385,0.4792662686385,2004,1,"20%"
"56",0.456678397601309,0.438889595964197,0.476388234298991,2005,1,"20%"
"57",0.454254980609148,0.436658615299714,0.473950539151534,2006,1,"20%"
"58",0.451897854147161,0.434573786601568,0.471759686821903,2007,1,"20%"
"59",0.449185367872335,0.431671904680121,0.469019649388999,2008,1,"20%"
"60",0.446144041637881,0.428876371679716,0.46640002918157,2009,1,"20%"
"61",0.443208734559061,0.426271998441828,0.463188137740983,2010,1,"20%"
"62",0.440864865277326,0.423674831738973,0.460661163561292,2011,1,"20%"
"63",0.439283812202752,0.421907819786216,0.458567849966366,2012,1,"20%"
"64",0.438084271605008,0.42047816920612,0.45741741365037,2013,1,"20%"
"65",0.436772289311882,0.419310179784546,0.456069539384527,2014,1,"20%"
"66",0.434987055781534,0.417596959607457,0.454174855608927,2015,1,"20%"
"67",0.432732277722389,0.415582174810948,0.451866625116774,2016,1,"20%"
"68",0.430375858895562,0.413320692292029,0.449383476125078,2017,1,"20%"
"69",0.42826004164762,0.410996077518495,0.446982836955435,2018,1,"20%"
"70",0.426537536712504,0.4095429806442,0.444956399996228,2019,1,"20%"
"71",0.426537536712504,0.4095429806442,0.444956399996228,2020,1,"20%"
"72",1,1,1,1950,2,"40%"
"73",0.874163547398892,0.826166275996372,0.918087167573388,1951,2,"40%"
"74",0.797473483696751,0.749696348308387,0.842659367820452,1952,2,"40%"
"75",0.741910049646408,0.692585907348012,0.790504121829256,1953,2,"40%"
"76",0.715252907831923,0.667255712350194,0.761957874105145,1954,2,"40%"
"77",0.69524288575561,0.64913275018465,0.74032968569817,1955,2,"40%"
"78",0.680590769533637,0.63465039583164,0.724469366096878,1956,2,"40%"
"79",0.66823327303537,0.623701058160568,0.71145250171049,1957,2,"40%"
"80",0.65633402808911,0.612808383415019,0.699322881489694,1958,2,"40%"
"81",0.648751859894661,0.604612513216483,0.692821210991788,1959,2,"40%"
"82",0.641269236348109,0.597514396259035,0.685103533113474,1960,2,"40%"
"83",0.633874919850124,0.590861088555559,0.676964497071279,1961,2,"40%"
"84",0.625266024154278,0.582689163363679,0.667434491364276,1962,2,"40%"
"85",0.617460529441354,0.575314260316847,0.659420337773056,1963,2,"40%"
"86",0.610128683471297,0.567905618356889,0.651406875592031,1964,2,"40%"
"87",0.602834126676111,0.561842575597737,0.643511579223926,1965,2,"40%"
"88",0.597333985103161,0.556746799538559,0.639131885968491,1966,2,"40%"
"89",0.59061430652429,0.550995034411023,0.631960726391501,1967,2,"40%"
"90",0.583477477447554,0.544703229175312,0.624507176178879,1968,2,"40%"
"91",0.579712230285113,0.541550160755269,0.619498117704297,1969,2,"40%"
"92",0.574566334799221,0.53653575633273,0.613578267124146,1970,2,"40%"
"93",0.568866669001999,0.531130321095662,0.60813135009287,1971,2,"40%"
"94",0.56367539823478,0.526195424389378,0.602558117953561,1972,2,"40%"
"95",0.557807423635602,0.521288149879721,0.596432939961641,1973,2,"40%"
"96",0.552324867905029,0.515937802272657,0.590132060342593,1974,2,"40%"
"97",0.54776324944458,0.510830736848683,0.585282516518499,1975,2,"40%"
"98",0.545609328650795,0.508656743700246,0.583684241268143,1976,2,"40%"
"99",0.541376527741092,0.504883117361925,0.578745765943155,1977,2,"40%"
"100",0.53812095981765,0.502119187527885,0.575369053480219,1978,2,"40%"
"101",0.534714668891889,0.498662834172486,0.571713532488203,1979,2,"40%"
"102",0.530407080704546,0.494851989719894,0.566861523576057,1980,2,"40%"
"103",0.526725778824744,0.491500286197341,0.563291116527477,1981,2,"40%"
"104",0.523650660857994,0.488518723188532,0.55997251889347,1982,2,"40%"
"105",0.520544576572337,0.485666408781115,0.557044502506296,1983,2,"40%"
"106",0.517167199692073,0.481923783770439,0.553640120202682,1984,2,"40%"
"107",0.513021786783518,0.477810642922899,0.549073517992391,1985,2,"40%"
"108",0.5096355048392,0.474955054659235,0.545345457767084,1986,2,"40%"
"109",0.507188803504555,0.472667875725136,0.543351139960624,1987,2,"40%"
"110",0.503320555338096,0.469578477972064,0.538954056988305,1988,2,"40%"
"111",0.498249323258828,0.464850842432694,0.533236943842665,1989,2,"40%"
"112",0.495079128479934,0.461362497288308,0.529623466401688,1990,2,"40%"
"113",0.491404749557429,0.457607659097441,0.526325799839408,1991,2,"40%"
"114",0.487503639611004,0.453308032771004,0.521133225333596,1992,2,"40%"
"115",0.485205052289442,0.450710072916402,0.518692300379158,1993,2,"40%"
"116",0.482605917846922,0.448393393354334,0.515946449569757,1994,2,"40%"
"117",0.480235213254664,0.446334944940855,0.51325385009232,1995,2,"40%"
"118",0.47801726705825,0.443608889802158,0.511679145418045,1996,2,"40%"
"119",0.476170747232817,0.441435739910271,0.509207233372941,1997,2,"40%"
"120",0.47340209008039,0.43893118654825,0.506763651943617,1998,2,"40%"
"121",0.470466963353949,0.436404051464198,0.503488881172924,1999,2,"40%"
"122",0.467710720580548,0.433718037765453,0.500853258070748,2000,2,"40%"
"123",0.465616518062405,0.431453073738245,0.498055760719048,2001,2,"40%"
"124",0.464093430905414,0.430035204686585,0.496138842450794,2002,2,"40%"
"125",0.461211974845841,0.427775758405841,0.493018726299356,2003,2,"40%"
"126",0.456064192907791,0.423424916598319,0.48872034480135,2004,2,"40%"
"127",0.455384210799802,0.42254954554926,0.488050772340965,2005,2,"40%"
"128",0.452627854628407,0.420008811351668,0.485786037184617,2006,2,"40%"
"129",0.448715791195926,0.415959346549123,0.481465399038172,2007,2,"40%"
"130",0.445075605337852,0.413086037428149,0.477037490323257,2008,2,"40%"
"131",0.444769448203316,0.41258217846228,0.476168727367918,2009,2,"40%"
"132",0.442096587995624,0.410317043648934,0.473898594610449,2010,2,"40%"
"133",0.439622008251127,0.408142207492555,0.471267652569854,2011,2,"40%"
"134",0.438206803063142,0.407002050726145,0.470042508425311,2012,2,"40%"
"135",0.436278173544689,0.40505234477502,0.467918242388323,2013,2,"40%"
"136",0.435054311211956,0.403940120480155,0.466366519607326,2014,2,"40%"
"137",0.433370701873885,0.401933477089411,0.464620250376316,2015,2,"40%"
"138",0.429574230406933,0.39781192256504,0.461394149728494,2016,2,"40%"
"139",0.42859446144185,0.398052976007305,0.459930540717426,2017,2,"40%"
"140",0.42722073690699,0.396588297719048,0.45923263891824,2018,2,"40%"
"141",0.425564469981424,0.395078308814669,0.457374003519274,2019,2,"40%"
"142",0.425564469981424,0.395078308814669,0.457374003519274,2020,2,"40%"
"143",1,1,1,1950,3,"60%"
"144",0.809937093480279,0.745831477173597,0.87955270791366,1951,3,"60%"
"145",0.749168181119995,0.672009069903414,0.830077334622238,1952,3,"60%"
"146",0.688878188216382,0.6044993223056,0.788919804536474,1953,3,"60%"
"147",0.666418687126096,0.584651400489349,0.762821506196159,1954,3,"60%"
"148",0.683808584782777,0.585788670757642,0.810861333077289,1955,3,"60%"
"149",0.667656530420516,0.57182727274785,0.791970157211097,1956,3,"60%"
"150",0.652449684904172,0.559518544415837,0.773241343067579,1957,3,"60%"
"151",0.638434650898815,0.547086468243587,0.758477726618481,1958,3,"60%"
"152",0.629586519072545,0.539017559714596,0.746595812224316,1959,3,"60%"
"153",0.622892555520336,0.532372651844775,0.737635591425263,1960,3,"60%"
"154",0.608439600572218,0.520999637674784,0.723124453809489,1961,3,"60%"
"155",0.594438023590309,0.508669259154847,0.708319126069426,1962,3,"60%"
"156",0.583784406545485,0.498313014531525,0.698759155960078,1963,3,"60%"
"157",0.572433330319807,0.487886757191082,0.683437132521538,1964,3,"60%"
"158",0.570433088671205,0.484049870733512,0.683961825508548,1965,3,"60%"
"159",0.568290949396382,0.483307718979218,0.681079645996507,1966,3,"60%"
"160",0.562681397285955,0.477216102190352,0.675456968038636,1967,3,"60%"
"161",0.55322852600292,0.469462400097309,0.661501873410789,1968,3,"60%"
"162",0.540036821092855,0.455662733810048,0.646515164224519,1969,3,"60%"
"163",0.53877969463617,0.453892682295654,0.643785814934297,1970,3,"60%"
"164",0.538384820764515,0.454120810568765,0.642551546147035,1971,3,"60%"
"165",0.536497147453087,0.450154357393575,0.639695979571196,1972,3,"60%"
"166",0.533950630520287,0.447971546177367,0.635493558749938,1973,3,"60%"
"167",0.529558376467048,0.44485084046965,0.631168890730666,1974,3,"60%"
"168",0.52691652835376,0.44259734379514,0.628546095691094,1975,3,"60%"
"169",0.529091518027847,0.446902988978743,0.63021315599497,1976,3,"60%"
"170",0.529520816779801,0.446612962268142,0.63438076846665,1977,3,"60%"
"171",0.516951197771607,0.433652286630512,0.621590892093173,1978,3,"60%"
"172",0.512593210591985,0.43077503823554,0.616119368177595,1979,3,"60%"
"173",0.509192192343258,0.42736365183413,0.611581652822927,1980,3,"60%"
"174",0.507073580583455,0.424924702483462,0.6089768890351,1981,3,"60%"
"175",0.502421244028747,0.420045588155423,0.604989455981156,1982,3,"60%"
"176",0.497925408069514,0.417438603170592,0.598488315409623,1983,3,"60%"
"177",0.491916856181622,0.412054737727138,0.5920307811697,1984,3,"60%"
"178",0.488985250354106,0.411321583222965,0.587185411849889,1985,3,"60%"
"179",0.487401559580318,0.409718633127455,0.586443305801379,1986,3,"60%"
"180",0.484271904906745,0.407898739645819,0.581412026988727,1987,3,"60%"
"181",0.478748848059808,0.403633454847212,0.575980688611576,1988,3,"60%"
"182",0.473509957660479,0.400460934547287,0.571043031014902,1989,3,"60%"
"183",0.47005369954905,0.396675261996687,0.569311663981042,1990,3,"60%"
"184",0.464792763261734,0.391242066754762,0.561627935611896,1991,3,"60%"
"185",0.463609096224295,0.388767029751919,0.557989913298561,1992,3,"60%"
"186",0.46392137093799,0.389245289562811,0.557975594794906,1993,3,"60%"
"187",0.463623232632675,0.388576135543665,0.557947379728445,1994,3,"60%"
"188",0.463409772669157,0.38801801041486,0.556681439128249,1995,3,"60%"
"189",0.464692269844235,0.388591531413379,0.558038959654624,1996,3,"60%"
"190",0.46269236447229,0.387519511890018,0.557491376805668,1997,3,"60%"
"191",0.456447407762968,0.381615388071373,0.551050622189025,1998,3,"60%"
"192",0.450713769663272,0.37641684957637,0.542661335942562,1999,3,"60%"
"193",0.449567113673734,0.375507581801898,0.541720178817682,2000,3,"60%"
"194",0.447438812700042,0.373536043319607,0.538283879423097,2001,3,"60%"
"195",0.445225644809122,0.372095146745548,0.53428665782211,2002,3,"60%"
"196",0.441827705363836,0.36890876176032,0.531011126942122,2003,3,"60%"
"197",0.434697911108265,0.363498295882146,0.521795793847029,2004,3,"60%"
"198",0.431655219756371,0.361383738419161,0.517248219537754,2005,3,"60%"
"199",0.428006732142367,0.357826750531159,0.510770157400369,2006,3,"60%"
"200",0.422525720236042,0.353317017469336,0.505341975966501,2007,3,"60%"
"201",0.419354512901511,0.350784307307657,0.502339518344773,2008,3,"60%"
"202",0.437403520982835,0.358286356691155,0.54227095675584,2009,3,"60%"
"203",0.433937913534917,0.355615893457029,0.538013398817832,2010,3,"60%"
"204",0.42919998436907,0.351575502220236,0.531964052203066,2011,3,"60%"
"205",0.429201027379871,0.351446842871576,0.531535116651393,2012,3,"60%"
"206",0.428171821719969,0.350257298341832,0.529936778805947,2013,3,"60%"
"207",0.426655327420543,0.34900855666678,0.528852275807471,2014,3,"60%"
"208",0.426087054557125,0.349002769862294,0.527378132517815,2015,3,"60%"
"209",0.424846362575492,0.347835263835047,0.526350484378476,2016,3,"60%"
"210",0.422369107801872,0.344965335890287,0.521748304712463,2017,3,"60%"
"211",0.420210254112584,0.343061092332551,0.518604400185633,2018,3,"60%"
"212",0.418168041926061,0.341345311833937,0.515151258314338,2019,3,"60%"
"213",0.418168041926061,0.341345311833937,0.515151258314338,2020,3,"60%"
"214",1,1,1,1950,4,"80%"
"215",0.744157417582418,0.744157417582418,0.744157417582418,1951,4,"80%"
"216",0.710997547095761,0.710997547095761,0.710997547095761,1952,4,"80%"
"217",0.69090957699087,0.687582716452766,0.694252534502872,1953,4,"80%"
"218",0.674099330332906,0.669580450400953,0.678608603347048,1954,4,"80%"
"219",0.665913878027011,0.656416026511223,0.677955181991837,1955,4,"80%"
"220",0.657315040367063,0.643883301175745,0.673986597383294,1956,4,"80%"
"221",0.647137563490074,0.632054658437949,0.663459508346413,1957,4,"80%"
"222",0.640025436802608,0.623926961657789,0.657169448796837,1958,4,"80%"
"223",0.632933986212012,0.616601765698106,0.651348405791731,1959,4,"80%"
"224",0.626753874482509,0.610566368684427,0.645057469609522,1960,4,"80%"
"225",0.6132619343201,0.593857061534741,0.632694104200873,1961,4,"80%"
"226",0.599604404744281,0.578227118234468,0.621007037236253,1962,4,"80%"
"227",0.587564373448959,0.564657593890506,0.610406243047846,1963,4,"80%"
"228",0.57363576096175,0.550487721057725,0.597803391202181,1964,4,"80%"
"229",0.567173639397667,0.544170696760961,0.590985276021995,1965,4,"80%"
"230",0.562317340607302,0.5397116938369,0.585829844027409,1966,4,"80%"
"231",0.557685440336332,0.535047462289641,0.581137950747677,1967,4,"80%"
"232",0.553262940610347,0.53096573827856,0.57656518085299,1968,4,"80%"
"233",0.548708413109268,0.526232199669016,0.571455253137044,1969,4,"80%"
"234",0.544191379029915,0.521800804538732,0.566735719901408,1970,4,"80%"
"235",0.539469200115514,0.516937688490126,0.561619561720962,1971,4,"80%"
"236",0.536170730540518,0.513720914686765,0.55845314773353,1972,4,"80%"
"237",0.530836015933643,0.508366070241279,0.553091267510124,1973,4,"80%"
"238",0.528299003252617,0.505165626839785,0.549795755227615,1974,4,"80%"
"239",0.526813402712415,0.503614063502681,0.548952012688264,1975,4,"80%"
"240",0.525229783613346,0.502457143602221,0.549398390570687,1976,4,"80%"
"241",0.521077830119383,0.497993569220415,0.545022276773539,1977,4,"80%"
"242",0.517861259921923,0.495091097635217,0.54158059922534,1978,4,"80%"
"243",0.514664545345326,0.492035437901043,0.539068177367699,1979,4,"80%"
"244",0.511298698430866,0.488734806794617,0.53472029250793,1980,4,"80%"
"245",0.506306652555295,0.483929244611816,0.529022790064961,1981,4,"80%"
"246",0.503436035083918,0.480515057522269,0.52650075633534,1982,4,"80%"
"247",0.500323800085935,0.477753727651387,0.523493734439273,1983,4,"80%"
"248",0.497258651394286,0.474551765873361,0.519870372785027,1984,4,"80%"
"249",0.494356451944818,0.471748016817142,0.517082301326643,1985,4,"80%"
"250",0.491380348964087,0.468672495484365,0.513734589948114,1986,4,"80%"
"251",0.489848840880709,0.467215289976842,0.511665233598953,1987,4,"80%"
"252",0.488336925636823,0.465526265643906,0.511057568701784,1988,4,"80%"
"253",0.486865281494314,0.464023814693975,0.509412662449371,1989,4,"80%"
"254",0.48571069587813,0.463468455236774,0.50806696311954,1990,4,"80%"
"255",0.484160809280787,0.46086970878677,0.506598933030624,1991,4,"80%"
"256",0.482615868319776,0.459721819964124,0.505414506069418,1992,4,"80%"
"257",0.479763586416179,0.457037491308403,0.502499662066387,1993,4,"80%"
"258",0.476668310881628,0.453799861660794,0.499449987610977,1994,4,"80%"
"259",0.474331432387875,0.45137695531282,0.496759045087848,1995,4,"80%"
"260",0.470510610672316,0.448722968237656,0.492471231682101,1996,4,"80%"
"261",0.470546757340252,0.447967169211237,0.493391054903005,1997,4,"80%"
"262",0.467818749934099,0.445545515291273,0.490782199766037,1998,4,"80%"
"263",0.460192580854789,0.436840491160081,0.484195498363069,1999,4,"80%"
"264",0.455857117026372,0.432129215723585,0.480352994986633,2000,4,"80%"
"265",0.452636840456378,0.426904443893266,0.477964142786886,2001,4,"80%"
"266",0.447876885189171,0.42206562524108,0.473216337837049,2002,4,"80%"
"267",0.441493707005603,0.415222410273898,0.467290677341857,2003,4,"80%"
"268",0.436531355959218,0.410594099851723,0.462551425076308,2004,4,"80%"
"269",0.432839574633685,0.407198825344689,0.459231473253107,2005,4,"80%"
"270",0.429201750204273,0.403945750111347,0.455312556608507,2006,4,"80%"
"271",0.425594500073873,0.399384581317289,0.451701690437654,2007,4,"80%"
"272",0.422041413217812,0.396047956081934,0.448355542283826,2008,4,"80%"
"273",0.421194599858981,0.395724815938073,0.447737692974143,2009,4,"80%"
"274",0.420120342338392,0.39458586534084,0.447003607028528,2010,4,"80%"
"275",0.41872262422984,0.392470755893785,0.44534065482311,2011,4,"80%"
"276",0.418384993603143,0.392674525186714,0.445617754644169,2012,4,"80%"
"277",0.41785878920122,0.391454153447723,0.444738240951251,2013,4,"80%"
"278",0.41809035219737,0.391934836955573,0.444748393110849,2014,4,"80%"
"279",0.418459945697781,0.392498319360107,0.444748460388968,2015,4,"80%"
"280",0.418916357358375,0.393508964675895,0.446247953170555,2016,4,"80%"
"281",0.416302825931472,0.390193718020485,0.443620240470585,2017,4,"80%"
"282",0.415322579295007,0.388883992906982,0.442638406988038,2018,4,"80%"
"283",0.420761315282701,0.392650109694622,0.45207864175621,2019,4,"80%"
"284",0.420761315282701,0.392650109694622,0.45207864175621,2020,4,"80%"
"285",1,1,1,1950,5,"95%"
"286",0.95989602949083,0.95989602949083,0.95989602949083,1951,5,"95%"
"287",0.921400387432263,0.921400387432263,0.921400387432263,1952,5,"95%"
"288",0.890703625756488,0.884448573467542,0.897002915415826,1953,5,"95%"
"289",0.861029536949351,0.848978673960324,0.873251456412744,1954,5,"95%"
"290",0.832344050322637,0.820694665859347,0.844158792456712,1955,5,"95%"
"291",0.804614230264491,0.787781551182694,0.821806576419786,1956,5,"95%"
"292",0.783424276707051,0.761536345668272,0.800281505735751,1957,5,"95%"
"293",0.767563790564084,0.743188326136258,0.791443280172784,1958,5,"95%"
"294",0.752024401211415,0.724105971384086,0.777735113383923,1959,5,"95%"
"295",0.738990409771478,0.710759190741885,0.766298226863702,1960,5,"95%"
"296",0.726182321816298,0.697560300472066,0.753411290963086,1961,5,"95%"
"297",0.71359622201536,0.682205247536074,0.742380317509807,1962,5,"95%"
"298",0.70122826289816,0.668859158300489,0.731076449210811,1963,5,"95%"
"299",0.689074663678064,0.656617661007115,0.720287456793732,1964,5,"95%"
"300",0.684137892051884,0.652298483680919,0.715408095212677,1965,5,"95%"
"301",0.679236489182348,0.647021188945486,0.711000093429331,1966,5,"95%"
"302",0.674456970231841,0.642741534700715,0.705136371737704,1967,5,"95%"
"303",0.669711082868803,0.638485857258428,0.701487048702223,1968,5,"95%"
"304",0.664998590441034,0.6334511011786,0.696245638226088,1969,5,"95%"
"305",0.660319257961562,0.629564422593428,0.691816615602907,1970,5,"95%"
"306",0.656489050233465,0.625547610984635,0.68811171227396,1971,5,"95%"
"307",0.652681059775367,0.621941216955198,0.683967611650534,1972,5,"95%"
"308",0.648676962349159,0.61850198043179,0.680371555727373,1973,5,"95%"
"309",0.644697429441805,0.614164352025134,0.675817635262444,1974,5,"95%"
"310",0.640742310353778,0.609938398097197,0.671564574148236,1975,5,"95%"
"311",0.636908686934708,0.607110967715101,0.667146261640015,1976,5,"95%"
"312",0.633098000456561,0.603004310437949,0.662721221221764,1977,5,"95%"
"313",0.629310113685394,0.599561426941781,0.659312117004017,1978,5,"95%"
"314",0.625442896314787,0.596574005954008,0.65527014683668,1979,5,"95%"
"315",0.622184091497522,0.592728169696994,0.652298081361042,1980,5,"95%"
"316",0.618942266342028,0.58939398128912,0.648552206909305,1981,5,"95%"
"317",0.615717332377554,0.586840752213851,0.645314960959897,1982,5,"95%"
"318",0.612509201594314,0.583781255501192,0.641627284654566,1983,5,"95%"
"319",0.609317786441091,0.580867515825505,0.638638308596273,1984,5,"95%"
"320",0.606347457241462,0.578034482995364,0.635369919411672,1985,5,"95%"
"321",0.603391607933527,0.575043337356719,0.632303100401682,1986,5,"95%"
"322",0.60045016793007,0.572427650357554,0.629171764596114,1987,5,"95%"
"323",0.597637015338967,0.569768186097774,0.626022022321213,1988,5,"95%"
"324",0.592516302214997,0.564541908260149,0.620803884046246,1989,5,"95%"
"325",0.587439464724939,0.559098768482001,0.616176590594833,1990,5,"95%"
"326",0.582406126930678,0.554362815245421,0.612243371809252,1991,5,"95%"
"327",0.577415916115232,0.549071089027282,0.606719689072535,1992,5,"95%"
"328",0.572468462755163,0.544055058778885,0.600598033258489,1993,5,"95%"
"329",0.567563400493202,0.538890718274768,0.595208247706891,1994,5,"95%"
"330",0.562700366111132,0.533956357977513,0.591115272461024,1995,5,"95%"
"331",0.557878999502884,0.529754304895702,0.586381530403948,1996,5,"95%"
"332",0.553098943647874,0.524014126773707,0.582113494450039,1997,5,"95%"
"333",0.548359844584564,0.520149034224886,0.576425108610103,1998,5,"95%"
"334",0.543661351384256,0.516057214432094,0.571695505602122,1999,5,"95%"
"335",0.539039043036405,0.510934590696719,0.5672185256059,2000,5,"95%"
"336",0.534456034400422,0.506729048193146,0.562200697063752,2001,5,"95%"
"337",0.534127803490319,0.507072432661842,0.562419645644386,2002,5,"95%"
"338",0.534234536999896,0.506183407326399,0.562422075017642,2003,5,"95%"
"339",0.534341291837781,0.505718710490223,0.564042785800364,2004,5,"95%"
"340",0.534448068008235,0.505846471742642,0.565483252548678,2005,5,"95%"
"341",0.534554865515521,0.504664330012087,0.566983564283294,2006,5,"95%"
"342",0.531740576541938,0.501915805598075,0.56390579508469,2007,5,"95%"
"343",0.529041387238845,0.499421333840827,0.560903794193333,2008,5,"95%"
"344",0.526355899396982,0.497163711537306,0.558523304516102,2009,5,"95%"
"345",0.52418085721631,0.495500486346621,0.556441900010086,2010,5,"95%"
"346",0.52201480288681,0.493680041201988,0.55413764604283,2011,5,"95%"
"347",0.519857699268298,0.491508566124871,0.551592915857467,2012,5,"95%"
"348",0.518066564539363,0.4895642310581,0.549709174922895,2013,5,"95%"
"349",0.516194129359347,0.487563408050001,0.547595732740046,2014,5,"95%"
"350",0.514328461675523,0.486256837977144,0.545768044291435,2015,5,"95%"
"351",0.512469537028298,0.484511596917277,0.543497536544548,2016,5,"95%"
"352",0.510617331046482,0.482897661642691,0.541376366527698,2017,5,"95%"
"353",0.508911753271817,0.481255290388311,0.539823220183328,2018,5,"95%"
"354",0.507504592469414,0.479924600782049,0.538330587971977,2019,5,"95%"
"355",0.507504592469414,0.479924600782049,0.538330587971977,2020,5,"95%"
